"PWS ID","PWS Name","EPA Region","Primacy Agency","PWS Type","Primacy Type","Primary Source","Activity Status","Deactivation Date","Population Served Count","Rule Name","Violation Code","Violation Type","Violation Category Code","Is Health Based","Contaminant Name","Compliance Period Begin Date","Compliance Period End Date","Compliance Status","RTC Date","Enforcement Action Type Code","Enforcement Action Description","Is Major Violation","Severity Indicator Count","Public Notification Tier","Violation First Reported Date"
"AK2294002","CRSD KENNY LAKE HIGH SCHOOL","Region 10","Alaska","Non-Transient non-community system","State","Ground water","Active","-","30","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-1995","14-DEC-1998","Returned to Compliance","29-DEC-1998","SOX","State Compliance achieved","-","-","3","02-JUN-1999"
"ID6210003","CUB RIVER ACRES","Region 10","Idaho","Community water system","State","Ground water","Active","-","180","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","30-JUN-1997","Returned to Compliance","18-DEC-2002","SOX","State Compliance achieved","-","-","3","01-JUN-2002"
"ID3140079","PLEASANT VIEW MANOR","Region 10","Idaho","Community water system","State","Ground water","Active","-","100","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","31-DEC-2000","Returned to Compliance","18-DEC-2002","SOX","State Compliance achieved","-","-","3","03-DEC-2002"
"ID3440005","MUNDO HOT SPRINGS","Region 10","Idaho","Transient non-community system","State","Ground water","Active","-","45","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","29-MAY-2002","Returned to Compliance","29-MAY-2002","SOX","State Compliance achieved","-","-","3","23-AUG-2002"
"AK2120012","VALLENAR VIEW MOBILE HOME PARK","Region 10","Alaska","Community water system","State","Surface water","Active","-","225","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-1995","16-DEC-1998","Returned to Compliance","15-APR-2016","SOX","State Compliance achieved","-","-","3","02-JUN-1999"
"ID5340023","HEYBURN ESTATES","Region 10","Idaho","Community water system","State","Ground water","Active","-","100","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","16-JUN-1998","Returned to Compliance","18-DEC-2002","SOX","State Compliance achieved","-","-","3","01-JUN-2002"
"ID5340001","GRANDMA GARCIAS KITCHEN","Region 10","Idaho","Transient non-community system","State","Ground water","Active","-","25","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","30-SEP-1997","Returned to Compliance","18-DEC-2002","SOX","State Compliance achieved","-","-","3","01-JUN-2002"
"ID6210009","BIRCH CREEK CULINARY","Region 10","Idaho","Community water system","State","Ground water","Active","-","120","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","30-JUN-1998","Returned to Compliance","18-DEC-2002","SOX","State Compliance achieved","-","-","3","01-JUN-2002"
"ID7190053","STANLEY SCHOOL","Region 10","Idaho","Non-Transient non-community system","State","Ground water","Active","-","25","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","13-MAY-2002","Returned to Compliance","13-MAY-2002","SOX","State Compliance achieved","-","-","3","01-JUN-2002"
"ID7260030","IDAHO PACIFIC CORP","Region 10","Idaho","Non-Transient non-community system","State","Ground water","Active","-","225","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","13-MAY-2002","Returned to Compliance","13-MAY-2002","SOX","State Compliance achieved","-","-","3","03-DEC-2002"
"ID7330027","SUN GLO OF IDAHO NORTH","Region 10","Idaho","Non-Transient non-community system","State","Ground water","Active","-","92","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","13-MAY-2002","Returned to Compliance","13-MAY-2002","SOX","State Compliance achieved","-","-","3","01-JUN-2002"
"ID6390019","ROCKLAND CITY OF","Region 10","Idaho","Community water system","State","Ground water","Active","-","316","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","31-DEC-1995","Returned to Compliance","18-DEC-2002","SOX","State Compliance achieved","-","-","3","03-DEC-2002"
"ID5240002","BLISS CITY OF","Region 10","Idaho","Community water system","State","Ground water","Active","-","325","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","22-JUL-1998","Returned to Compliance","18-DEC-2002","SOX","State Compliance achieved","-","-","3","01-JUN-2002"
"ID6210001","BANIDA WINDER WATER AND SEWER DIST","Region 10","Idaho","Community water system","State","Ground water","Active","-","180","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","30-JUN-1998","Returned to Compliance","18-DEC-2002","SOX","State Compliance achieved","-","-","3","01-JUN-2002"
"OR4101171","TOTEM VILLAGE MHP","Region 10","Oregon","Community water system","State","Ground water","Active","-","70","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","-","Returned to Compliance","28-JAN-2000","SOX","State Compliance achieved","-","-","3","01-DEC-1999"
"OR4192104","DIAMOND LAKE LODGE/RESORT","Region 10","Oregon","Community water system","State","Ground water","Active","-","90","Lead and Copper Rule","53","Water Quality Parameter M/R","MR","N","Lead and Copper Rule","01-JAN-1995","30-JUN-1995","Returned to Compliance","08-MAR-2000","SOX","State Compliance achieved","-","-","3","04-DEC-1998"
"AK2340599","ANVIL MTN CORRECTION CENTER","Region 10","Alaska","Community water system","State","Ground water purchased","Active","-","135","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-1995","29-DEC-1998","Returned to Compliance","06-AUG-2019","SOX","State Compliance achieved","-","-","3","02-JUN-1999"
"AK2241054","SOLDOTNA","Region 10","Alaska","Community water system","State","Ground water","Active","-","5,057","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-1995","03-DEC-1998","Returned to Compliance","21-APR-2016","SOX","State Compliance achieved","-","-","3","02-JUN-1999"
"ID3140116","STECHER WATER USERS ASSN","Region 10","Idaho","Community water system","State","Ground water","Active","-","70","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","08-MAY-2002","Returned to Compliance","08-MAY-2002","SOX","State Compliance achieved","-","-","3","03-DEC-2002"
"ID6060003","ATOMIC CITY","Region 10","Idaho","Community water system","State","Ground water","Active","-","35","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","31-DEC-1998","Returned to Compliance","18-DEC-2002","SOX","State Compliance achieved","-","-","3","23-AUG-2002"
"ID4200049","SUMMERWIND WATER USERS","Region 10","Idaho","Community water system","State","Ground water","Active","-","192","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","23-APR-2003","Returned to Compliance","23-APR-2003","SOX","State Compliance achieved","-","-","3","03-DEC-2002"
"ID7300022","LEADORE SCHOOL","Region 10","Idaho","Non-Transient non-community system","State","Ground water","Active","-","140","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","13-MAY-2002","Returned to Compliance","13-MAY-2002","SOX","State Compliance achieved","-","-","3","03-DEC-2002"
"OR4100857","TALENT, CITY OF","Region 10","Oregon","Community water system","State","Surface water purchased","Active","-","6,850","Lead and Copper Rule","58","OCCT/SOWT Treatment Installation/Demonstration","TT","Y","Lead and Copper Rule","01-JAN-1995","-","Returned to Compliance","25-DEC-2010","SO0","State no longer subject to Rule","-","-","2","01-DEC-1999"
"ID3230004","BONNIE LAURA SUBD","Region 10","Idaho","Community water system","State","Ground water","Active","-","60","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","04-JUN-2002","Returned to Compliance","04-JUN-2002","SOX","State Compliance achieved","-","-","3","23-AUG-2002"
"AK2210485","SAND LAKE SERVICES","Region 10","Alaska","Community water system","State","Ground water","Active","-","465","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-1995","22-JUN-1999","Returned to Compliance","22-JUN-1999","SOX","State Compliance achieved","-","-","3","02-JUN-1999"
"ID7100029","FALLS MOBILE HOME PARK","Region 10","Idaho","Community water system","State","Ground water","Changed from public to non-public","17-NOV-2014","0","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","14-MAY-2002","Returned to Compliance","14-MAY-2002","SOX","State Compliance achieved","-","-","3","01-JUN-2002"
"OR4194907","LA GRANDE RANGER ST","Region 10","Oregon","Non-Transient non-community system","State","Ground water","Inactive","30-SEP-2006","80","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","-","Returned to Compliance","29-OCT-1999","SOX","State Compliance achieved","-","-","3","01-DEC-1999"
"OR4194397","MIST GRADE ELEM SD 47J","Region 10","Oregon","Non-Transient non-community system","State","Ground water","Changed from public to non-public","14-MAY-2009","22","Lead and Copper Rule","57","OCCT/SOWT Study/Recommendation","TT","Y","Lead and Copper Rule","01-JAN-1995","-","Returned to Compliance","30-JAN-2002","SOX","State Compliance achieved","-","-","2","04-DEC-1998"
"OR4100353","PINE VILLA MOBILE PARK","Region 10","Oregon","Community water system","State","Ground water","Changed from public to non-public","01-JUL-2013","12","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","-","Returned to Compliance","29-OCT-1999","SOX","State Compliance achieved","-","-","3","01-DEC-1999"
"OR4100330","RIVERVIEW VILLAGE INC","Region 10","Oregon","Community water system","State","Purchased ground water under influence of surface water source","Inactive","31-OCT-2019","40","Lead and Copper Rule","65","Public Education","TT","Y","Lead and Copper Rule","01-JAN-1995","-","Returned to Compliance","25-DEC-2010","SO0","State no longer subject to Rule","-","-","2","04-DEC-1998"
"OR4100330","RIVERVIEW VILLAGE INC","Region 10","Oregon","Community water system","State","Purchased ground water under influence of surface water source","Inactive","31-OCT-2019","40","Lead and Copper Rule","57","OCCT/SOWT Study/Recommendation","TT","Y","Lead and Copper Rule","01-JAN-1995","-","Returned to Compliance","31-DEC-1998","SOX","State Compliance achieved","-","-","2","04-DEC-1998"
"OR4101365","ANGLERS TRAILER VILLAGE","Region 10","Oregon","Community water system","State","Ground water","Changed from public to non-public","14-SEP-2020","34","Lead and Copper Rule","65","Public Education","TT","Y","Lead and Copper Rule","01-JAN-1995","-","Returned to Compliance","04-JAN-2001","SOX","State Compliance achieved","-","-","2","04-DEC-1998"
"OR4101365","ANGLERS TRAILER VILLAGE","Region 10","Oregon","Community water system","State","Ground water","Changed from public to non-public","14-SEP-2020","34","Lead and Copper Rule","57","OCCT/SOWT Study/Recommendation","TT","Y","Lead and Copper Rule","01-JAN-1995","-","Returned to Compliance","21-FEB-2001","SOX","State Compliance achieved","-","-","2","04-DEC-1998"
"ID5160013","WATCO COMPANY","Region 10","Idaho","Non-Transient non-community system","State","Ground water","Changed from public to non-public","18-APR-2014","5","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","24-JUN-1997","Returned to Compliance","18-DEC-2002","SOX","State Compliance achieved","-","-","3","01-JUN-2002"
"ID6030003","SUNNY CREEK COURT","Region 10","Idaho","Community water system","State","Ground water","Changed from public to non-public","04-NOV-2002","0","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-1995","31-DEC-1997","Returned to Compliance","31-DEC-1997","SOX","State Compliance achieved","-","-","3","01-JUN-2002"
"ID6030021","HURLEY TRACTS INC","Region 10","Idaho","Community water system","State","Ground water","Changed from public to non-public","04-MAR-2005","0","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","31-DEC-1998","Returned to Compliance","18-DEC-2002","SOX","State Compliance achieved","-","-","3","23-AUG-2002"
"ID3140081","ALPINE MOBILE HOME PARK","Region 10","Idaho","Community water system","State","Ground water","Changed from public to non-public","29-MAR-2007","15","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","31-DEC-2000","Returned to Compliance","18-DEC-2002","SOX","State Compliance achieved","-","-","3","01-JUN-2002"
"ID3140131","VALLIVUE MIDDLE SCHOOL","Region 10","Idaho","Non-Transient non-community system","State","Ground water","Changed from public to non-public","01-DEC-2020","800","Lead and Copper Rule","63","MPL Non-Compliance","TT","Y","Lead","01-JAN-1995","10-MAY-2002","Returned to Compliance","10-MAY-2002","SOX","State Compliance achieved","-","-","2","03-DEC-2002"
"ID3140131","VALLIVUE MIDDLE SCHOOL","Region 10","Idaho","Non-Transient non-community system","State","Ground water","Changed from public to non-public","01-DEC-2020","800","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","10-MAY-2002","Returned to Compliance","10-MAY-2002","SOX","State Compliance achieved","-","-","3","23-AUG-2002"
"ID3140162","SIMPLOT MEAT PRODUCTS","Region 10","Idaho","Non-Transient non-community system","State","Ground water","Changed from public to non-public","26-SEP-2003","6","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","05-JUN-2002","Returned to Compliance","05-JUN-2002","SOX","State Compliance achieved","-","-","3","03-DEC-2002"
"ID3140016","SIMPLOT POTATO NAMPA PLANT","Region 10","Idaho","Non-Transient non-community system","State","Ground water","Changed from public to non-public","02-SEP-2020","0","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","15-MAY-2002","Returned to Compliance","15-MAY-2002","SOX","State Compliance achieved","-","-","3","23-AUG-2002"
"ID3140021","COUNTRY CLUB","Region 10","Idaho","Community water system","State","Ground water","Changed from public to non-public","07-APR-2008","0","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","01-MAY-2002","Returned to Compliance","01-MAY-2002","SOX","State Compliance achieved","-","-","3","23-AUG-2002"
"ID2250128","CLEARWATER FOREST INDUSTRIES","Region 10","Idaho","Non-Transient non-community system","State","Ground water","Changed from public to non-public","10-JUL-2002","1","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JAN-1995","26-APR-2002","System Inactive","10-JUL-2002","-","-","-","-","3","01-JUN-2002"
"ID3230017","EMMETT VALLEY CHRISTIAN SCHOOL","Region 10","Idaho","Non-Transient non-community system","State","Ground water","Changed from public to non-public","19-DEC-2013","15","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","14-MAY-2002","Returned to Compliance","14-MAY-2002","SOX","State Compliance achieved","-","-","3","03-DEC-2002"
"ID3230022","MOUNTAIN VIEW MOBILE PARK","Region 10","Idaho","Community water system","State","Ground water","Changed from public to non-public","16-JAN-2008","20","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-1995","04-JUN-2002","Returned to Compliance","04-JUN-2002","SOX","State Compliance achieved","-","-","3","03-DEC-2002"
